circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Rajasthan Circle,Ajmer Region,Ajmer Division,Dang B.O,305813,BO,Delivery,AJMER,RAJASTHAN,26.4269,75.0976
Rajasthan Circle,Ajmer Region,Ajmer Division,Sironj B.O,305813,BO,Delivery,AJMER,RAJASTHAN,26.4713263,75.109293
Rajasthan Circle,Ajmer Region,Ajmer Division,Babaicha B.O,305811,BO,Delivery,AJMER,RAJASTHAN,26.6616,74.771
Rajasthan Circle,Ajmer Region,Ajmer Division,Chitakhera B.O,305811,BO,Delivery,AJMER,RAJASTHAN,26.6593,74.8098
Rajasthan Circle,Ajmer Region,Ajmer Division,Nawa B.O,305814,BO,Delivery,AJMER,RAJASTHAN,26.788989,74.812695
Rajasthan Circle,Ajmer Region,Ajmer Division,Paner B.O,305814,BO,Delivery,AJMER,RAJASTHAN,26.846463,74.825856
Rajasthan Circle,Ajmer Region,Ajmer Division,Raghunath Pura B.O,305814,BO,Delivery,AJMER,RAJASTHAN,26.457903,74.836092
Rajasthan Circle,Ajmer Region,Ajmer Division,Pinglod B.O,305815,BO,Delivery,AJMER,RAJASTHAN,26.696366,74.806845
Rajasthan Circle,Ajmer Region,Ajmer Division,Tityari B.O,305815,BO,Delivery,AJMER,RAJASTHAN,26.686777,74.824394
Rajasthan Circle,Ajmer Region,Ajmer Division,Kana Kheri B.O,305025,BO,Delivery,AJMER,RAJASTHAN,26.4023,74.7747
Rajasthan Circle,Ajmer Region,Ajmer Division,Kanpura B.O,305025,BO,Delivery,AJMER,RAJASTHAN,25.1618,73.032
Rajasthan Circle,Ajmer Region,Beawar Division,Jeewana B.O,305631,BO,Delivery,AJMER,RAJASTHAN,25.99,74.41
Rajasthan Circle,Ajmer Region,Beawar Division,Bamanheda B.O,305926,BO,Delivery,AJMER,RAJASTHAN,25.82,74.04
Rajasthan Circle,Ajmer Region,Beawar Division,Barakhan B.O,305926,BO,Delivery,AJMER,RAJASTHAN,25.76273,73.99916
Rajasthan Circle,Ajmer Region,Beawar Division,Ratakot B.O,305624,BO,Delivery,AJMER,RAJASTHAN,26.04666,74.62833
Rajasthan Circle,Ajmer Region,Beawar Division,Sathana B.O,305624,BO,Delivery,AJMER,RAJASTHAN,25.98008,74.6254
Rajasthan Circle,Ajmer Region,Beawar Division,Begliawas B.O,305630,BO,Delivery,AJMER,RAJASTHAN,26.09,74.61
Rajasthan Circle,Ajmer Region,Beawar Division,Jhipian B.O,305630,BO,Delivery,AJMER,RAJASTHAN,26.09,74.63
Rajasthan Circle,Ajmer Region,Beawar Division,Satawaria B.O,305630,BO,Delivery,AJMER,RAJASTHAN,26.12,74.64
Rajasthan Circle,Ajmer Region,Beawar Division,Bar Kochara B.O,305922,BO,Delivery,AJMER,RAJASTHAN,25.923,74.212
Rajasthan Circle,Ajmer Region,Beawar Division,Dunger Khera B.O,305922,BO,Delivery,RAJSAMAND,RAJASTHAN,25.92,74.21
Rajasthan Circle,Ajmer Region,Beawar Division,Durgawas B.O,305927,BO,Delivery,AJMER,RAJASTHAN,26.06,74.26
Rajasthan Circle,Ajmer Region,Beawar Division,Kishanpura B.O,305927,BO,Delivery,AJMER,RAJASTHAN,26.04,74.24
Rajasthan Circle,Ajmer Region,Beawar Division,Nai Kalan B.O,305927,BO,Delivery,AJMER,RAJASTHAN,26,74.19
Rajasthan Circle,Ajmer Region,Beawar Division,Rudlai B.O,305202,BO,Delivery,AJMER,RAJASTHAN,26.21,74.48
Rajasthan Circle,Ajmer Region,Beawar Division,Harrajpura B.O,305623,BO,Delivery,AJMER,RAJASTHAN,26.091,74.464
Rajasthan Circle,Ajmer Region,Beawar Division,Budhwara B.O,305204,BO,Delivery,AJMER,RAJASTHAN,26.38,74.45
Rajasthan Circle,Ajmer Region,Beawar Division,Pagaran B.O,305204,BO,Delivery,AJMER,RAJASTHAN,26.38,74.34
Rajasthan Circle,Ajmer Region,Beawar Division,Kalinjer B.O,305925,BO,Delivery,AJMER,RAJASTHAN,26.01,74.26
Rajasthan Circle,Ajmer Region,Beawar Division,Raitakhera B.O,305925,BO,Delivery,AJMER,RAJASTHAN,26.03,74.3
Rajasthan Circle,Ajmer Region,Beawar Division,Loharwara B.O,305601,BO,Delivery,AJMER,RAJASTHAN,26.3,74.37
Rajasthan Circle,Ajmer Region,Beawar Division,Dhal B.O,305601,BO,Delivery,AJMER,RAJASTHAN,26.32,74.81
Rajasthan Circle,Ajmer Region,Beawar Division,Bhagawant Pura B.O,305601,BO,Delivery,AJMER,RAJASTHAN,26.21,74.91
Rajasthan Circle,Ajmer Region,Beawar Division,Gudha Khurd B.O,305629,BO,Delivery,AJMER,RAJASTHAN,25.95,74.59
Rajasthan Circle,Ajmer Region,Beawar Division,Barol B.O,305412,BO,Delivery,AJMER,RAJASTHAN,26.3,74.73
Rajasthan Circle,Ajmer Region,Beawar Division,Kaseer B.O,305412,BO,Delivery,AJMER,RAJASTHAN,26.27,74.38
Rajasthan Circle,Ajmer Region,Beawar Division,Siyar B.O,305412,BO,Delivery,AJMER,RAJASTHAN,26.3,74.73
Rajasthan Circle,Ajmer Region,Beawar Division,Bogla B.O,305408,BO,Delivery,AJMER,RAJASTHAN,26.07,75.01
Rajasthan Circle,Ajmer Region,Beawar Division,Molkiya B.O,305408,BO,Delivery,AJMER,RAJASTHAN,26.02,75.04
Rajasthan Circle,Ajmer Region,Beawar Division,Taswaria B.O,305408,BO,Delivery,AJMER,RAJASTHAN,25.01,75.02
Rajasthan Circle,Ajmer Region,Beawar Division,Bhimrawas B.O,305405,BO,Delivery,AJMER,RAJASTHAN,25.97,75.15
Rajasthan Circle,Ajmer Region,Beawar Division,Mehru Kalan B.O,305405,BO,Delivery,AJMER,RAJASTHAN,25.79,75.04
Rajasthan Circle,Ajmer Region,Beawar Division,Sanpla B.O,305404,BO,Delivery,AJMER,RAJASTHAN,25.96,75.17
Rajasthan Circle,Ajmer Region,Beawar Division,Surkhand B.O,305628,BO,Delivery,AJMER,RAJASTHAN,26.05,74.77
Rajasthan Circle,Ajmer Region,Beawar Division,Jadana B.O,305403,BO,Delivery,AJMER,RAJASTHAN,26.06,75.01
Rajasthan Circle,Ajmer Region,Beawar Division,Ghatiyali B.O,305407,BO,Delivery,AJMER,RAJASTHAN,25.97,75.15
Rajasthan Circle,Ajmer Region,Beawar Division,Gordha B.O,305407,BO,Delivery,AJMER,RAJASTHAN,25.97,75.15
Rajasthan Circle,Ajmer Region,Beawar Division,Sadara B.O,305407,BO,Delivery,AJMER,RAJASTHAN,25.76,75.23
Rajasthan Circle,Ajmer Region,Beawar Division,Tankawas B.O,305407,BO,Delivery,AJMER,RAJASTHAN,25.76,75.23
Rajasthan Circle,Ajmer Region,Bhilwara Division,Barana B.O,311301,BO,Delivery,BHILWARA,RAJASTHAN,25.685343,74.38792
Rajasthan Circle,Ajmer Region,Bhilwara Division,Borela B.O,311301,BO,Delivery,BHILWARA,RAJASTHAN,25.730903,74.272491
Rajasthan Circle,Ajmer Region,Bhilwara Division,Dantra B.O,311301,BO,Delivery,BHILWARA,RAJASTHAN,25.682104,74.304142
Rajasthan Circle,Ajmer Region,Bhilwara Division,Parasoli B.O,311301,BO,Delivery,BHILWARA,RAJASTHAN,25.776193,74.3521
Rajasthan Circle,Ajmer Region,Bhilwara Division,Ragunathpura B.O,311301,BO,Delivery,BHILWARA,RAJASTHAN,25.635872,74.258212
Rajasthan Circle,Ajmer Region,Bhilwara Division,Bhadsi B.O,311302,BO,Delivery,BHILWARA,RAJASTHAN,25.81109,74.311684
Rajasthan Circle,Ajmer Region,Bhilwara Division,Chatarpur B.O,311302,BO,Delivery,BHILWARA,RAJASTHAN,25.928421,74.352819
Rajasthan Circle,Ajmer Region,Bhilwara Division,Jaitgarh B.O,311302,BO,Delivery,BHILWARA,RAJASTHAN,25.827772,74.3646042
Rajasthan Circle,Ajmer Region,Bhilwara Division,Adsipura B.O,311402,BO,Delivery,BHILWARA,RAJASTHAN,25.249456,74.8521672
Rajasthan Circle,Ajmer Region,Bhilwara Division,Chandras B.O,311402,BO,Delivery,BHILWARA,RAJASTHAN,25.427353,74.324006
Rajasthan Circle,Ajmer Region,Bhilwara Division,Ghodas B.O,311402,BO,Delivery,BHILWARA,RAJASTHAN,25.387206,74.467001
Rajasthan Circle,Ajmer Region,Bhilwara Division,Tunka B.O,311402,BO,Delivery,BHILWARA,RAJASTHAN,25.302336,74.411525
Rajasthan Circle,Ajmer Region,Bhilwara Division,Bara Mahuwa B.O,311401,BO,Delivery,BHILWARA,RAJASTHAN,25.449168,74.754981
Rajasthan Circle,Ajmer Region,Bhilwara Division,Baran B.O,311401,BO,Delivery,BHILWARA,RAJASTHAN,25.514361,74.636564
Rajasthan Circle,Ajmer Region,Bhilwara Division,Kalsans B.O,311401,BO,Delivery,BHILWARA,RAJASTHAN,25.396885,74.712079
Rajasthan Circle,Ajmer Region,Bhilwara Division,Dhakarkhedi B.O,311601,BO,Delivery,BHILWARA,RAJASTHAN,25.191262,74.972484
Rajasthan Circle,Ajmer Region,Bhilwara Division,Khatwara B.O,311601,BO,Delivery,BHILWARA,RAJASTHAN,25.235811,74.9851598
Rajasthan Circle,Ajmer Region,Bhilwara Division,Chand Ji Ki Kheri B.O,311602,BO,Delivery,BHILWARA,RAJASTHAN,25.102999,75.277226
Rajasthan Circle,Ajmer Region,Bhilwara Division,Kasya Kala B.O,311602,BO,Delivery,BHILWARA,RAJASTHAN,25.021693,75.355782
Rajasthan Circle,Ajmer Region,Bhilwara Division,Naya Nagar B.O,311602,BO,Delivery,BHILWARA,RAJASTHAN,25.1539,75.25415
Rajasthan Circle,Ajmer Region,Bhilwara Division,Uma Ji Ka Kheda B.O,311602,BO,Delivery,BHILWARA,RAJASTHAN,25.346256,74.636378
Rajasthan Circle,Ajmer Region,Bhilwara Division,Bharak B.O,311801,BO,Delivery,BHILWARA,RAJASTHAN,25.1370583,74.270744
Rajasthan Circle,Ajmer Region,Bhilwara Division,Delana B.O,311801,BO,Delivery,BHILWARA,RAJASTHAN,25.315696,74.8360858
Rajasthan Circle,Ajmer Region,Bhilwara Division,Gageda B.O,311021,BO,Delivery,BHILWARA,RAJASTHAN,25.863462,74.554081
Rajasthan Circle,Ajmer Region,Bhilwara Division,Lamba Khari Ka B.O,311021,BO,Delivery,BHILWARA,RAJASTHAN,25.891725,74.609377
Rajasthan Circle,Ajmer Region,Bhilwara Division,Amli B.O,311025,BO,Delivery,BHILWARA,RAJASTHAN,25.192465,74.686797
Rajasthan Circle,Ajmer Region,Bhilwara Division,Mangrop B.O,311025,BO,Delivery,BHILWARA,RAJASTHAN,25.237376,74.68752
Rajasthan Circle,Ajmer Region,Bhilwara Division,Amarwasi B.O,311201,BO,Delivery,BHILWARA,RAJASTHAN,25.716394,75.349226
Rajasthan Circle,Ajmer Region,Bhilwara Division,Borani B.O,311201,BO,Delivery,BHILWARA,RAJASTHAN,25.652071,75.292853
Rajasthan Circle,Ajmer Region,Bhilwara Division,Uncha B.O,311201,BO,Delivery,BHILWARA,RAJASTHAN,25.735677,75.347048
Rajasthan Circle,Ajmer Region,Bhilwara Division,Dhamnia B.O,311605,BO,Delivery,BHILWARA,RAJASTHAN,25.337931,75.137354
Rajasthan Circle,Ajmer Region,Bhilwara Division,Dhanop B.O,311023,BO,Delivery,BHILWARA,RAJASTHAN,25.843621,74.8857929
Rajasthan Circle,Ajmer Region,Bhilwara Division,Khamore B.O,311023,BO,Delivery,BHILWARA,RAJASTHAN,25.753727,25.753727
Rajasthan Circle,Ajmer Region,Bhilwara Division,Kotri Bhado Ki B.O,311023,BO,Delivery,BHILWARA,RAJASTHAN,25.889949,74.738553
Rajasthan Circle,Ajmer Region,Bhilwara Division,Akola B.O,311603,BO,Delivery,BHILWARA,RAJASTHAN,25.292882,74.872536
Rajasthan Circle,Ajmer Region,Bhilwara Division,Birdhol B.O,311603,BO,Delivery,BHILWARA,RAJASTHAN,25.439098,74.938414
Rajasthan Circle,Ajmer Region,Bhilwara Division,Borda B.O,311603,BO,Delivery,BHILWARA,RAJASTHAN,25.525552,74.955908
Rajasthan Circle,Ajmer Region,Bhilwara Division,Chhaprel B.O,311603,BO,Delivery,BHILWARA,RAJASTHAN,25.482615,75.005363
Rajasthan Circle,Ajmer Region,Bhilwara Division,Jeeva Ka Khera B.O,311603,BO,Delivery,BHILWARA,RAJASTHAN,25.423853,74.972334
Rajasthan Circle,Ajmer Region,Bhilwara Division,Kothaj B.O,311603,BO,Delivery,BHILWARA,RAJASTHAN,25.489047,75.036932
Rajasthan Circle,Ajmer Region,Bhilwara Division,Mansha B.O,311603,BO,Delivery,BHILWARA,RAJASTHAN,25.404297,74.940802
Rajasthan Circle,Ajmer Region,Bhilwara Division,Bhadu B.O,311403,BO,Delivery,BHILWARA,RAJASTHAN,25.434079,74.474323
Rajasthan Circle,Ajmer Region,Bhilwara Division,Luhariya B.O,311403,BO,Delivery,BHILWARA,RAJASTHAN,25.478026,74.430088
Rajasthan Circle,Ajmer Region,Bhilwara Division,Santokpura B.O,311403,BO,Delivery,BHILWARA,RAJASTHAN,25.435707,74.610794
Rajasthan Circle,Ajmer Region,Bhilwara Division,Bikaran B.O,311606,BO,Delivery,BHILWARA,RAJASTHAN,25.6009204,75.4723341
Rajasthan Circle,Ajmer Region,Bhilwara Division,Genoli B.O,311604,BO,Delivery,BHILWARA,RAJASTHAN,25.2037454,75.1304516
Rajasthan Circle,Ajmer Region,Bhilwara Division,Ladpura B.O,311604,BO,Delivery,BHILWARA,RAJASTHAN,25.1528554,75.1209634
Rajasthan Circle,Ajmer Region,Bhilwara Division,Ralayata B.O,311604,BO,Delivery,BHILWARA,RAJASTHAN,25.4874437,75.3659863
Rajasthan Circle,Ajmer Region,Bhilwara Division,Bheemdiyas B.O,311026,BO,Delivery,BHILWARA,RAJASTHAN,25.511003,74.471254
Rajasthan Circle,Ajmer Region,Bhilwara Division,Brahmano Ki Sareri B.O,311026,BO,Delivery,BHILWARA,RAJASTHAN,25.621623,74.443274
Rajasthan Circle,Ajmer Region,Bhilwara Division,Kanechan Khurd B.O,311407,BO,Delivery,BHILWARA,RAJASTHAN,25.79444,74.95884
Rajasthan Circle,Ajmer Region,Bhilwara Division,Ullela B.O,311203,BO,Delivery,BHILWARA,RAJASTHAN,25.512967,75.233315
Rajasthan Circle,Ajmer Region,Bhilwara Division,Atun B.O,311802,BO,Delivery,BHILWARA,RAJASTHAN,25.284568,74.597994
Rajasthan Circle,Ajmer Region,Bhilwara Division,Dariba B.O,311802,BO,Delivery,BHILWARA,RAJASTHAN,25.343458,74.526454
Rajasthan Circle,Ajmer Region,Bhilwara Division,Dholi B.O,311024,BO,Delivery,BHILWARA,RAJASTHAN,25.681397,74.464753
Rajasthan Circle,Ajmer Region,Bhilwara Division,Iras B.O,311024,BO,Delivery,BHILWARA,RAJASTHAN,25.651331,74.571376
Rajasthan Circle,Ajmer Region,Bhilwara Division,Kaliyas B.O,311024,BO,Delivery,BHILWARA,RAJASTHAN,25.679082,74.505855
Rajasthan Circle,Ajmer Region,Bhilwara Division,Sodar B.O,311024,BO,Delivery,BHILWARA,RAJASTHAN,25.715389,74.546592
Rajasthan Circle,Ajmer Region,Bhilwara Division,Umari B.O,311803,BO,Delivery,BHILWARA,RAJASTHAN,25.460242,74.058012
Rajasthan Circle,Ajmer Region,Bhilwara Division,Dhuwala B.O,311804,BO,Delivery,BHILWARA,RAJASTHAN,25.5944897,74.129861
Rajasthan Circle,Ajmer Region,Bhilwara Division,Gyangarh B.O,311804,BO,Delivery,BHILWARA,RAJASTHAN,25.652967,74.155247
Rajasthan Circle,Ajmer Region,Bhilwara Division,Marewada B.O,311804,BO,Delivery,BHILWARA,RAJASTHAN,25.58725,74.255605
Rajasthan Circle,Ajmer Region,Bhilwara Division,Nimbahera Jatan B.O,311804,BO,Delivery,BHILWARA,RAJASTHAN,25.50777,74.144261
Rajasthan Circle,Ajmer Region,Bhilwara Division,Shivpur B.O,311804,BO,Delivery,BHILWARA,RAJASTHAN,25.6994743,74.1416057
Rajasthan Circle,Ajmer Region,Bhilwara Division,Goverdhanpura B.O,311804,BO,Delivery,BHILWARA,RAJASTHAN,25.34,74.64
Rajasthan Circle,Ajmer Region,Bhilwara Division,Barantia B.O,311030,BO,Delivery,BHILWARA,RAJASTHAN,25.756085,74.750209
Rajasthan Circle,Ajmer Region,Bhilwara Division,Kasuriya B.O,311030,BO,Delivery,BHILWARA,RAJASTHAN,25.728424,74.683771
Rajasthan Circle,Ajmer Region,Bhilwara Division,Kangani B.O,311806,BO,Delivery,BHILWARA,RAJASTHAN,25.205862,74.183614
Rajasthan Circle,Ajmer Region,Bhilwara Division,Amli Kalan B.O,311404,BO,Delivery,BHILWARA,RAJASTHAN,25.620541,75.02497
Rajasthan Circle,Ajmer Region,Bhilwara Division,Basera B.O,311404,BO,Delivery,BHILWARA,RAJASTHAN,25.57482,74.829769
Rajasthan Circle,Ajmer Region,Bhilwara Division,Dabla Chanda B.O,311404,BO,Delivery,BHILWARA,RAJASTHAN,25.5594,74.96355
Rajasthan Circle,Ajmer Region,Bhilwara Division,Kadisahna B.O,311404,BO,Delivery,BHILWARA,RAJASTHAN,25.653719,74.99156
Rajasthan Circle,Ajmer Region,Bhilwara Division,Rahad B.O,311404,BO,Delivery,BHILWARA,RAJASTHAN,25.685558,74.973707
Rajasthan Circle,Ajmer Region,Bhilwara Division,Barsani B.O,311204,BO,Delivery,BHILWARA,RAJASTHAN,25.768868,74.458424
Rajasthan Circle,Ajmer Region,Bhilwara Division,Dantra B.O,311204,BO,Delivery,BHILWARA,RAJASTHAN,25.827817,74.503001
Rajasthan Circle,Ajmer Region,Bhilwara Division,Khejri B.O,311204,BO,Delivery,BHILWARA,RAJASTHAN,25.879742,74.508044
Rajasthan Circle,Ajmer Region,Bhilwara Division,Phalamada B.O,311204,BO,Delivery,BHILWARA,RAJASTHAN,25.791214,74.530606
Rajasthan Circle,Ajmer Region,Bhilwara Division,Lasadiya B.O,311011,BO,Delivery,BHILWARA,RAJASTHAN,25.504157,74.756255
Rajasthan Circle,Ajmer Region,Bhilwara Division,Munshi B.O,311408,BO,Delivery,BHILWARA,RAJASTHAN,25.598336,74.77017
Rajasthan Circle,Ajmer Region,Bhilwara Division,Taswaria Khurd B.O,311408,BO,Delivery,BHILWARA,RAJASTHAN,25.560678,74.791102
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Netawal garh pachhali B.O,312025,BO,Delivery,CHITTORGARH,RAJASTHAN,24.890407,74.652443
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Ochhari B.O,312025,BO,Delivery,CHITTORGARH,RAJASTHAN,24.838981,74.633217
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Chorwadi B.O,312205,BO,Delivery,CHITTORGARH,RAJASTHAN,24.768913,74.176841
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Karjali B.O,312205,BO,Delivery,CHITTORGARH,RAJASTHAN,24.705555,74.245811
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Achalawada B.O,312615,BO,Delivery,PRATAPGARH,RAJASTHAN,24.698572,74.696356
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Chupna B.O,312615,BO,Delivery,PRATAPGARH,RAJASTHAN,23.820774,74.868393
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Hinglat B.O,312615,BO,Delivery,PRATAPGARH,RAJASTHAN,23.75268,74.801273
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bori B.O,312615,BO,Non Delivery,PRATAPGARH,RAJASTHAN,NA,NA
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Kelamela B.O,312615,BO,Non Delivery,PRATAPGARH,RAJASTHAN,NA,NA
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Nayan B.O,312615,BO,Non Delivery,PRATAPGARH,RAJASTHAN,NA,NA
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Semliya B.O,312615,BO,Non Delivery,PRATAPGARH,RAJASTHAN,NA,NA
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Manpura Jagir B.O,312403,BO,Delivery,CHITTORGARH,RAJASTHAN,24.375402,74.584406
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Ratichandjikakhera B.O,312403,BO,Delivery,CHITTORGARH,RAJASTHAN,24.374586,74.506874
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Kherpura B.O,312022,BO,Delivery,CHITTORGARH,RAJASTHAN,25.109655,74.912108
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Deopura B.O,312023,BO,Delivery,CHITTORGARH,RAJASTHAN,24.937969,74.626221
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Dhamancha B.O,312023,BO,Delivery,CHITTORGARH,RAJASTHAN,24.909842,75.058379
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Mandawari B.O,312023,BO,Delivery,CHITTORGARH,RAJASTHAN,24.981201,74.985168
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Rawarda B.O,312023,BO,Delivery,CHITTORGARH,RAJASTHAN,25.056302,75.172491
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Barodia B.O,323307,BO,Delivery,CHITTORGARH,RAJASTHAN,24.715009,24.715009
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Mohana B.O,323307,BO,Delivery,CHITTORGARH,RAJASTHAN,24.852632,75.789472
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bhalundi B.O,312602,BO,Delivery,CHITTORGARH,RAJASTHAN,24.672121,74.530216
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Morwan B.O,312024,BO,Delivery,CHITTORGARH,RAJASTHAN,24.603877,74.322087
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Nagawali B.O,312024,BO,Delivery,CHITTORGARH,RAJASTHAN,24.633701,74.28322
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Sangesara B.O,312024,BO,Delivery,CHITTORGARH,RAJASTHAN,24.681362,74.288006
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Sripura B.O,323304,BO,Delivery,CHITTORGARH,RAJASTHAN,24.944543,75.279988
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Babarana B.O,312202,BO,Delivery,CHITTORGARH,RAJASTHAN,24.89093,74.633194
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bhoopal  Nagar B.O,312204,BO,Delivery,CHITTORGARH,RAJASTHAN,24.808628,74.223802
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Mandla Charan B.O,312614,BO,Delivery,CHITTORGARH,RAJASTHAN,24.55534,74.594421
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Nannana B.O,312614,BO,Delivery,CHITTORGARH,RAJASTHAN,24.596553,74.549789
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Karsana B.O,312404,BO,Delivery,CHITTORGARH,RAJASTHAN,24.473058,74.342618
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Barodia B.O,312021,BO,Delivery,CHITTORGARH,RAJASTHAN,24.842565,75.101994
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Peelikheda B.O,312604,BO,Delivery,PRATAPGARH,RAJASTHAN,24.290537,74.57562
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Kalakot,312604,BO,Delivery,PRATAPGARH,RAJASTHAN,NA,NA
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Banslai B.O,312619,BO,Delivery,PRATAPGARH,RAJASTHAN,23.635966,74.854145
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bardia B.O,312619,BO,Delivery,PRATAPGARH,RAJASTHAN,24.842565,75.101994
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Barisagthali B.O,312619,BO,Delivery,PRATAPGARH,RAJASTHAN,24.412965,74.473549
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bori B.O,312619,BO,Delivery,PRATAPGARH,RAJASTHAN,24.105556,74.777594
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Ninor B.O,312619,BO,Delivery,PRATAPGARH,RAJASTHAN,23.648546,74.891996
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Raipur B.O,312619,BO,Delivery,PRATAPGARH,RAJASTHAN,24.857064,75.655721
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bori B.O,312616,BO,Delivery,PRATAPGARH,RAJASTHAN,24.105556,74.777594
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Badwai B.O,312402,BO,Delivery,CHITTORGARH,RAJASTHAN,24.503537,74.261949
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bolon Ka Sanwata B.O,312901,BO,Delivery,CHITTORGARH,RAJASTHAN,24.989258,74.590263
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bood B.O,312901,BO,Delivery,CHITTORGARH,RAJASTHAN,25.093374,74.532751
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Mandfiya B.O,312901,BO,Delivery,CHITTORGARH,RAJASTHAN,25.246656,74.641113
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Odund B.O,312201,BO,Delivery,CHITTORGARH,RAJASTHAN,24.886032,74.543399
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Balarada B.O,312202,BO,Delivery,CHITTORGARH,RAJASTHAN,24.878189,74.3677
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bhatton Ka Bamniya B.O,312202,BO,Delivery,CHITTORGARH,RAJASTHAN,24.92778,74.350576
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Pandoli S T B.O,312202,BO,Delivery,CHITTORGARH,RAJASTHAN,24.866265,74.398036
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Rolia B.O,312202,BO,Delivery,CHITTORGARH,RAJASTHAN,24.795822,74.326973
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Akola Kalan B.O,312027,BO,Delivery,CHITTORGARH,RAJASTHAN,24.644951,74.423251
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Chikarada B.O,312027,BO,Delivery,CHITTORGARH,RAJASTHAN,24.594867,74.414456
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Dhanet B.O,312027,BO,Delivery,CHITTORGARH,RAJASTHAN,24.668727,74.444733
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Badolighata B.O,312601,BO,Delivery,CHITTORGARH,RAJASTHAN,24.650072,74.704542
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Doria B.O,312601,BO,Delivery,CHITTORGARH,RAJASTHAN,24.605086,74.566833
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Keli B.O,312601,BO,Delivery,CHITTORGARH,RAJASTHAN,24.622759,74.774795
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Sarsi B.O,312606,BO,Delivery,CHITTORGARH,RAJASTHAN,24.694095,74.921705
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Nevaria B.O,312206,BO,Delivery,CHITTORGARH,RAJASTHAN,25.162383,74.517131
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Achalpur B.O,312605,BO,Delivery,PRATAPGARH,RAJASTHAN,25.009751,74.345856
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Basad B.O,312605,BO,Delivery,PRATAPGARH,RAJASTHAN,24.032753,74.82595
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Basera B.O,312605,BO,Delivery,PRATAPGARH,RAJASTHAN,24.010703,74.929646
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Gyaspur B.O,312605,BO,Delivery,PRATAPGARH,RAJASTHAN,24.094825,74.587335
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Kotwal B.O,312605,BO,Delivery,PRATAPGARH,RAJASTHAN,26.479486,78.136489
